"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"2","/api/history?filters=TRANSNUM:201500337 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","27989","OCC","717997","SB","S","Savings","33","LA SALLE","99","9","CHICAGO","DIF","","Ottawa Savings Bank","41.349175","-88.842705","115","2011-07-21T00:00:00","925 LA SALLE ST","","OTTAWA","IL","17","61350","0000","OCC","","40823","0","Y","31004","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Ottawa Savings Bank (27989) in Ottawa, IL. ","0","0","0","0","SB","1","S","Savings","2014-12-31T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","SI","S","Savings","DIF","0","0","110","IL","17","FDIC","201500337_223_43838_40823_43838","DIF","0","0","0","0","0","115","FI","N","31004","STATE","0","SI","S","Savings","42","LA SALLE","99","9","CHICAGO","DIF","","Twin Oaks Savings Bank","41.330578","-88.708816","110","125 WEST BLUFF STREET","","MARSEILLES","IL","17","61341","0000","FDIC","","43838","2015-01-20T00:00:00","2015","IL","OCC","1","0","223","17","27989","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","717997","SB","S","Savings","33","LA SALLE","99","9","CHICAGO","DIF","","Ottawa Savings Bank","41.349175","-88.842705","925 La Salle St","","OTTAWA","IL","ILLINOIS","61350","115","925 LA SALLE ST","","OTTAWA","IL","17","61350","0000","OCC","","201500337","0","0","0","0","1","43838","0","0"
"2","/api/history?filters=TRANSNUM:201500339 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","2718","OCC","13023","N","C","Commercial","3","JOHNSON","115","9","CHICAGO","DIF","","Citizens National Bank of Paintsville","37.810843","-82.801808","10","2007-07-27T00:00:00","620 BROADWAY AVENUE","","PAINTSVILLE","KY","21","41240","0000","OCC","Full","1760","0","Y","9679","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Citizens National Bank of Paintsville (2718) in Paintsville, KY. ","0","0","0","0","N","1","C","Commercial","2014-12-22T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","KY","0","FDIC","201500339_223_6194_1760_6194","DIF","0","0","0","0","0","10","FI","N","9679","STATE","0","NM","C","Commercial","21","LAWRENCE","127","9","CHICAGO","DIF","","Peoples Security Bank","38.085505","-82.656091","10","3651 US HWY 2565","","LOUISA","KY","21","41230","0000","FDIC","","6194","2015-01-20T00:00:00","2015","KY","OCC","1","0","223","21","2718","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","13023","N","C","Commercial","3","JOHNSON","115","9","CHICAGO","DIF","","Citizens National Bank of Paintsville","37.810843","-82.801808","620 Broadway St","","PAINTSVILLE","KY","KENTUCKY","41240","10","620 BROADWAY AVENUE","","PAINTSVILLE","KY","21","41240","0000","OCC","Full","201500339","1","0","0","0","0","6194","0","0"
"1","/api/history?filters=TRANSNUM:201500341 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","28362","STATE","0","NM","C","Commercial","21","SANTA FE","49","13","DALLAS","DIF","","Century Bank","35.690441","-105.937826","10","2013-07-09T00:00:00","100 SOUTH FEDERAL PLACE AT LINCOLN AV","","SANTA FE","NM","35","87504","1507","FDIC","Full","41196","0","Y","19245","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Century Bank (28362) in Santa Fe, NM. ","0","0","0","0","NM","1","C","Commercial","2015-01-17T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","0","NM","0","OCC","201500341_223_13060_41196_13060","DIF","0","0","0","0","0","10","FI","N","19245","OCC","0","N","C","Commercial","3","RIO ARRIBA","39","13","DALLAS","DIF","","Valley National Bank","35.990138","-106.066658","10","333 RIVERSIDE DRIVE","","ESPANOLA","NM","35","87532","0000","OCC","","13060","2015-01-21T00:00:00","2015","NM","FDIC","1","0","223","35","28362","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","SANTA FE","49","13","DALLAS","DIF","","Century Bank","35.690483381037794","-105.93778029750722","P O BOX 1507","","SANTA FE","NM","NEW MEXICO","87504","10","100 SOUTH FEDERAL PLACE","","SANTA FE","NM","35","87501","1507","FDIC","Full","201500341","1","0","0","0","0","13060","0","0"
"4","/api/history?filters=TRANSNUM:201500342 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","9298","STATE","0","SM","C","Commercial","13","DELAWARE","55","11","KANSAS CITY","DIF","","Farmers & Merchants Savings Bank","42.484942","-91.454745","10","2012-01-01T00:00:00","MAIN AND FRANKLIN STREETS","","MANCHESTER","IA","19","52057","0000","FED","Full","5953","0","Y","5795","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Farmers & Merchants Savings Bank (9298) in Manchester, IA. ","0","0","0","0","SM","0","C","Commercial","2015-01-01T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","10","IA","19","FED","201500342_223_3956_5953_3956","DIF","0","0","0","0","0","10","FI","N","5795","STATE","0","SM","C","Commercial","13","WRIGHT","197","11","KANSAS CITY","DIF","","Security Savings Bank","42.664147","-93.903109","10","201 WEST BROADWAY","","EAGLE GROVE","IA","19","50533","0000","FED","None","3956","2015-01-21T00:00:00","2015","IA","FED","0","0","223","19","9298","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","DELAWARE","55","11","KANSAS CITY","DIF","","Farmers & Merchants Savings Bank","42.483942087458445","-91.45762992977666","101 East Main Street","","MANCHESTER","IA","IOWA","52057","10","101 E MAIN STREET","","MANCHESTER","IA","19","52057","0000","FED","Full","201500342","1","0","0","0","0","3956","0","0"
"1","/api/history?filters=TRANSNUM:201500346 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","10634","STATE","0","NM","C","Commercial","21","LANCASTER","109","11","KANSAS CITY","DIF","","Pinnacle Bank","40.812427","-96.701136","10","2014-12-23T00:00:00","1401 N STREET","","LINCOLN","NE","31","68508","0000","FDIC","Full","6817","0","Y","10650","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Pinnacle Bank (10634) in Lincoln, NE. ","0","0","0","0","NM","0","C","Commercial","2015-01-02T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","NE","0","FDIC","201500346_223_6830_6817_6830","DIF","0","0","0","0","0","10","FI","N","10650","STATE","0","NM","C","Commercial","21","CASS","25","11","KANSAS CITY","DIF","","Home State Bank","40.994832","-96.124833","10","218 MAIN STREET","","LOUISVILLE","NE","31","68037","0000","FDIC","","6830","2015-01-21T00:00:00","2015","NE","FDIC","0","0","223","31","10634","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","LANCASTER","109","11","KANSAS CITY","DIF","","Pinnacle Bank","40.812427","-96.701136","13131 WEST DODGE ROAD","","OMAHA","NE","NEBRASKA","68154","10","1401 N STREET","","LINCOLN","NE","31","68508","0000","FDIC","Full","201500346","1","0","0","0","0","6830","0","0"
"3","/api/history?filters=TRANSNUM:201500398 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","12299","STATE","0","SI","S","Savings","41","LAVACA","285","13","DALLAS","DIF","","SouthStar Bank, S.S.B.","29.557605","-97.10394","115","2015-01-01T00:00:00","100 SOUTH WEST STREET","","MOULTON","TX","48","77975","0000","FDIC","","7819","0","Y","16218","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of SouthStar Bank, S.S.B. (12299) in Moulton, TX. ","0","0","0","0","SI","0","S","Savings","2015-01-01T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","SI","S","Savings","DIF","0","0","0","TX","0","FDIC","201500398_223_10417_7819_10417","DIF","0","0","0","0","0","115","FI","N","16218","STATE","0","SI","S","Savings","41","FALLS","145","13","DALLAS","DIF","","Texas Star Bank, SSB","31.19093","-97.061595","115","101 GASSAWAY AVENUE","","LOTT","TX","48","76656","0000","FDIC","","10417","2015-01-23T00:00:00","2015","TX","FDIC","0","0","223","48","12299","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SI","S","Savings","41","LAVACA","285","13","DALLAS","DIF","","SouthStar Bank, S.S.B.","29.557605","-97.10394","P.O. BOX  A","","MOULTON","TX","TEXAS","77975","115","100 SOUTH WEST STREET","","MOULTON","TX","48","77975","0000","FDIC","","201500398","0","0","0","0","1","10417","0","0"
"1","/api/history?filters=TRANSNUM:201500405 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","90203","STATE","0","SI","S","Savings","42","ESSEX","9","2","NEW YORK","DIF","","Cape Ann Savings Bank","42.612432","-70.663739","110","2006-09-29T00:00:00","109 MAIN STREET","","GLOUCESTER","MA","25","01930","0000","FDIC","Full","17794","0","Y","90273","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Cape Ann Savings Bank (90203) in Gloucester, MA. ","0","0","0","0","SI","0","S","Savings","2015-01-17T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","SI","S","Savings","DIF","0","0","0","MA","0","FDIC","201500405_221_17863_17794_17863","DIF","0","0","0","0","0","110","FI","N","90273","STATE","0","SI","S","Savings","42","ESSEX","9","2","NEW YORK","DIF","","Granite Savings Bank","42.64385","-70.633418","110","247 MAIN STREET","","ROCKPORT","MA","25","01966","0000","FDIC","","17863","2015-01-23T00:00:00","2015","MA","FDIC","0","0","221","25","90203","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SI","S","Savings","42","ESSEX","9","2","NEW YORK","DIF","","Cape Ann Savings Bank","42.612432","-70.663739","109 Main St","","GLOUCESTER","MA","MASSACHUSETTS","01930","110","109 MAIN STREET","","GLOUCESTER","MA","25","01930","0000","FDIC","Full","201500405","0","0","0","0","1","17863","0","0"
"4","/api/history?filters=TRANSNUM:201500406 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","13879","STATE","0","NM","C","Commercial","21","YORK","133","2","NEW YORK","DIF","","PeoplesBank, a Codorus Valley Company","39.90971984562185","-76.70689654115893","10","2013-04-17T00:00:00","109 LEADER HEIGHTS ROAD","","YORK","PA","42","17403","0000","FDIC","Full","8677","0","Y","32334","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of PeoplesBank, a Codorus Valley Company (13879) in York, PA. ","0","0","0","0","NM","1","C","Commercial","2015-01-17T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","SB","S","Savings","DIF","0","0","115","MD","24","OCC","201500406_221_45168_8677_45168","DIF","0","0","0","0","0","10","FI","N","32334","OCC","708156","SB","S","Savings","33","BALTIMORE","5","2","NEW YORK","DIF","","Madison Square Federal Savings Bank","39.41508373628659","-76.46116578987301","115","9651 BELAIR ROAD","","BALTIMORE","MD","24","21206","0000","OCC","","45168","2015-01-23T00:00:00","2015","PA","FDIC","1","1","221","42","13879","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","YORK","133","2","NEW YORK","DIF","","PeoplesBank, a Codorus Valley Company","39.90971984562185","-76.70689654115893","105 LEADER HEIGHTS ROAD","","YORK","PA","PENNSYLVANIA","17403","10","109 LEADER HEIGHTS ROAD","","YORK","PA","42","17403","0000","FDIC","Full","201500406","0","0","0","1","0","45168","0","0"
"2","/api/history?filters=TRANSNUM:201500756 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","15511","STATE","0","SM","C","Commercial","13","COOKE","97","13","DALLAS","DIF","","First State Bank","33.624307","-97.137056","10","2013-12-21T00:00:00","801 EAST CALIFORNIA STREET","","GAINESVILLE","TX","48","76240","0000","FED","Full","9810","0","Y","57817","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of First State Bank (15511) in Gainesville, TX. ","0","0","0","0","SM","1","C","Commercial","2015-01-31T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","10","TX","48","OCC","201500756_223_426560_9810_426560","DIF","0","0","0","0","0","10","FI","N","57817","OCC","24519","N","C","Commercial","3","WISE","497","13","DALLAS","DIF","","North Texas Bank, National Association","33.221619","-97.593027","10","661 W. THOMPSON ST.","","DECATUR","TX","48","76234","0000","OCC","","426560","2015-02-11T00:00:00","2015","TX","FED","1","0","223","48","15511","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","COOKE","97","13","DALLAS","DIF","","First State Bank","33.624307","-97.137056","801 East California Street","","GAINESVILLE","TX","TEXAS","76241","10","801 EAST CALIFORNIA STREET","","GAINESVILLE","TX","48","76240","0000","FED","Full","201500756","1","0","0","0","0","426560","0","0"
"2","/api/history?filters=TRANSNUM:201500757 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","27210","STATE","0","SM","C","Commercial","13","OKLAHOMA","109","13","DALLAS","DIF","","InterBank","35.520715","-97.565778","10","2014-03-01T00:00:00","4921 NORTH MAY AVENUE","","OKLAHOMA CITY","OK","40","73112","0000","FED","None","39115","0","Y","57027","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of InterBank (27210) in Oklahoma City, OK. ","0","0","0","0","SM","1","C","Commercial","2015-02-07T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","TX","48","FDIC","201500757_223_301129_39115_301129","DIF","0","0","0","0","0","10","FI","N","57027","STATE","0","NM","C","Commercial","21","TARRANT","439","13","DALLAS","DIF","","HBank Texas","32.888497","-97.098633","10","4501 WILLIAM D. TATE AVE.","","GRAPEVINE","TX","48","76051","5742","FDIC","","301129","2015-02-11T00:00:00","2015","OK","FED","1","1","223","40","27210","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","OKLAHOMA","109","13","DALLAS","DIF","","InterBank","35.520715","-97.565778","PO BOX 457","","OLNEY","TX","TEXAS","76374","10","4921 NORTH MAY AVENUE","","OKLAHOMA CITY","OK","40","73112","0000","FED","None","201500757","1","0","0","0","0","301129","0","0"
"5","/api/history?filters=TRANSNUM:201500768 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","34076","STATE","0","NM","C","Commercial","21","WINNEBAGO","201","11","KANSAS CITY","DIF","","Illinois Bank & Trust","42.31877170744946","-88.98339049767253","10","2014-09-13T00:00:00","6855 EAST RIVERSIDE BOULEVARD","","ROCKFORD","IL","17","61114","0000","FDIC","Full","56213","0","Y","19660","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Illinois Bank & Trust (34076) in Rockford, IL. ","0","0","0","0","NM","0","C","Commercial","2015-01-24T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","IL","17","FDIC","201500768_223_13459_56213_13459","DIF","0","0","0","0","0","10","FI","N","19660","STATE","0","NM","C","Commercial","21","JO DAVIESS","85","9","CHICAGO","DIF","","Galena State Bank & Trust Co.","42.422094","-90.444644","10","971 GEAR STREET","","GALENA","IL","17","61036","0000","FDIC","None","13459","2015-02-12T00:00:00","2015","IL","FDIC","0","0","223","17","34076","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","WINNEBAGO","201","11","KANSAS CITY","DIF","","Illinois Bank & Trust","42.31877170744946","-88.98339049767253","4571 Guilford Rd","","ROCKFORD","IL","ILLINOIS","61107","10","6855 EAST RIVERSIDE BOULEVARD","","ROCKFORD","IL","17","61114","0000","FDIC","Full","201500768","1","0","0","0","0","13459","0","0"
"1","/api/history?filters=TRANSNUM:201500769 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","17280","STATE","0","NM","C","Commercial","21","WILLIAMS","105","11","KANSAS CITY","DIF","","The Bank of Tioga","48.394948","-102.939223","10","2006-03-31T00:00:00","7 NORTH MAIN STREET","","TIOGA","ND","38","58852","0000","FDIC","","11299","0","Y","14353","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of The Bank of Tioga (17280) in Tioga, ND. ","0","0","0","0","NM","0","C","Commercial","2015-01-20T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","ND","38","FDIC","201500769_223_8969_11299_8969","DIF","0","0","0","0","0","10","FI","N","14353","STATE","0","NM","C","Commercial","21","DIVIDE","23","11","KANSAS CITY","DIF","","Farmers State Bank of Crosby, N. D.","48.820911","-103.224723","10","111 E CENTRAL AVE","","CROSBY","ND","38","58730","0000","FDIC","","8969","2015-02-12T00:00:00","2015","ND","FDIC","0","0","223","38","17280","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","WILLIAMS","105","11","KANSAS CITY","DIF","","The Bank of Tioga","48.394948","-102.939223","15 EAST MAIN STREET","","TREYNOR","IA","IOWA","51575","10","7 NORTH MAIN STREET","","TIOGA","ND","38","58852","0000","FDIC","","201500769","1","0","0","0","0","8969","0","0"
"7","/api/history?filters=TRANSNUM:201500770 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","110","STATE","0","NM","C","Commercial","21","PULASKI","119","13","DALLAS","DIF","","Bank of the Ozarks","34.779367","-92.464851","10","2014-05-17T00:00:00","17901 CHENAL PARKWAY","","LITTLE ROCK","AR","5","72223","0000","FDIC","Full","89","0","Y","35011","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Bank of the Ozarks (110) in Little Rock, AR. ","0","0","0","0","NM","1","C","Commercial","2015-02-11T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","0","NY","0","OCC","201500770_223_73835_89_73835","DIF","0","0","0","0","0","10","FI","N","35011","OCC","0","N","C","Commercial","3","NEW YORK","61","2","NEW YORK","DIF","","Intervest National Bank","40.75780236216536","-73.97936904151548","10","1 ROCKEFELLER PLAZA","SUITE 400","NEW YORK","NY","36","10020","2002","OCC","","73835","2015-02-12T00:00:00","2015","AR","FDIC","1","1","223","5","110","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","PULASKI","119","13","DALLAS","DIF","","Bank of the Ozarks","34.779367","-92.464851","18000 Cantrell Rd","","LITTLE ROCK","AR","ARKANSAS","72223","10","17901 CHENAL PARKWAY","","LITTLE ROCK","AR","5","72223","0000","FDIC","Full","201500770","1","0","0","0","0","73835","0","0"
"6","/api/history?filters=TRANSNUM:201500772 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","16980","STATE","0","NM","C","Commercial","21","LARIMER","69","11","KANSAS CITY","DIF","","Bank of Colorado","40.52352","-105.048224","10","2013-05-01T00:00:00","1609 EAST HARMONY ROAD","","FORT COLLINS","CO","8","80525","1937","FDIC","Full","11054","0","Y","90528","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Bank of Colorado (16980) in Fort Collins, CO. ","0","0","0","0","NM","1","C","Commercial","2015-02-02T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","10","CO","8","FED","201500772_223_18029_11054_18029","DIF","0","0","0","0","0","10","FI","N","90528","STATE","0","SM","C","Commercial","13","MONTROSE","85","13","DALLAS","DIF","","MontroseBank","38.480603","-107.879681","10","200 NORTH TOWNSEND AVENUE","","MONTROSE","CO","8","81401","0000","FED","","18029","2015-02-12T00:00:00","2015","CO","FDIC","1","0","223","8","16980","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","LARIMER","69","11","KANSAS CITY","DIF","","Bank of Colorado","40.52352","-105.048224","1609 EAST HARMONY ROAD","","FORT COLLINS","CO","COLORADO","80525","10","1609 EAST HARMONY ROAD","","FORT COLLINS","CO","8","80525","1937","FDIC","Full","201500772","1","0","0","0","0","18029","0","0"
"3","/api/history?filters=TRANSNUM:201500809 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57993","STATE","0","NM","C","Commercial","21","JEFFERSON","73","5","ATLANTA","DIF","","ServisFirst Bank","33.47273","-86.769363","10","2012-06-20T00:00:00","850 SHADES CREEK PARKWAY, SUITE 200","","BIRMINGHAM","AL","1","35209","0000","FDIC","","433262","0","Y","58653","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of ServisFirst Bank (57993) in Birmingham, AL. ","0","0","0","0","NM","0","C","Commercial","2015-01-31T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","GA","0","FDIC","201500809_221_461684_433262_461684","DIF","0","0","0","0","0","10","FI","N","58653","STATE","0","NM","C","Commercial","21","DOUGLAS","97","5","ATLANTA","DIF","","Metro Bank","33.729228124680844","-84.73832789670371","10","9340 THE LANDING DRIVE","","DOUGLASVILLE","GA","13","30135","0000","FDIC","","461684","2015-02-13T00:00:00","2015","AL","FDIC","0","1","221","1","57993","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","JEFFERSON","73","5","ATLANTA","DIF","","ServisFirst Bank","33.47273","-86.769363","2500 WOODCREST PLACE","","BIRMINGHAM","AL","ALABAMA","35209","10","850 SHADES CREEK PARKWAY, SUITE 200","","BIRMINGHAM","AL","1","35209","0000","FDIC","","201500809","1","0","0","0","0","461684","0","0"
"7","/api/history?filters=TRANSNUM:201500824 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","32172","STATE","0","SM","C","Commercial","13","ORANGE","59","14","SAN FRANCISCO","DIF","","Pacific Premier Bank","33.68247237237756","-117.84933254774353","10","2013-06-26T00:00:00","17901 VON KARMAN AVE SUITE 1200","","IRVINE","CA","6","92614","0000","FED","","45006","0","Y","57688","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Pacific Premier Bank (32172) in Irvine, CA. ","0","0","0","0","SM","1","C","Commercial","2015-01-26T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","CA","0","FDIC","201500824_223_419876_45006_419876","DIF","0","0","0","0","0","10","FI","N","57688","STATE","0","NM","C","Commercial","21","ORANGE","59","14","SAN FRANCISCO","DIF","","Independence Bank","33.668262","-117.864641","10","4525 MACARTHUR BOULEVARD","","NEWPORT BEACH","CA","6","92660","0000","FDIC","","419876","2015-02-13T00:00:00","2015","CA","FED","1","0","223","6","32172","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","ORANGE","59","14","SAN FRANCISCO","DIF","","Pacific Premier Bank","33.68247237237756","-117.84933254774353","17901 Von Karman Ave","","IRVINE","CA","CALIFORNIA","92614","10","17901 VON KARMAN AVE SUITE 1200","","IRVINE","CA","6","92614","0000","FED","","201500824","1","0","0","0","0","419876","0","0"
