"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"1","/api/history?filters=TRANSNUM:201309735 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","19581","STATE","0","NM","C","Commercial","21","CASS","17","11","KANSAS CITY","DIF","","Bell State Bank & Trust","46.861514","-96.828808","10","2012-09-23T00:00:00","3100 13TH AVENUE, SOUTH","","FARGO","ND","38","58103","0000","FDIC","Full","13381","0","Y","35487","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Bell State Bank & Trust (19581) in Fargo, ND. ","0","0","0","0","NM","0","C","Commercial","2013-09-22T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MN","0","FDIC","201309735_223_80571_13381_80571","DIF","0","0","0","0","0","10","FI","N","35487","STATE","0","NM","C","Commercial","21","HENNEPIN","53","11","KANSAS CITY","DIF","","The Business Bank","44.97309","-93.419715","10","11100 WAYZATA BOULEVARD, SUITE 150","","MINNETONKA","MN","27","55305","0000","FDIC","","80571","2013-10-15T00:00:00","2013","ND","FDIC","0","1","223","38","19581","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","CASS","17","11","KANSAS CITY","DIF","","Bell State Bank & Trust","46.861514","-96.828808","P.O. BOX 10877","","FARGO","ND","NORTH DAKOTA","58106","10","3100 13TH AVENUE, SOUTH","","FARGO","ND","38","58103","0000","FDIC","Full","201309735","1","0","0","0","0","80571","0","0"
"2","/api/history?filters=TRANSNUM:201309737 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","4777","OCC","7815","N","C","Commercial","3","ROOKS","163","11","KANSAS CITY","DIF","","The Stockton National Bank","39.436939","-99.275056","10","2006-12-15T00:00:00","123 NORTH CEDAR STREET","","STOCKTON","KS","20","67669","0000","OCC","","3190","0","Y","27178","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of The Stockton National Bank (4777) in Stockton, KS. ","0","0","0","0","N","1","C","Commercial","2013-09-16T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","KS","0","FDIC","201309737_223_39018_3190_39018","DIF","0","0","0","0","0","10","FI","N","27178","STATE","0","NM","C","Commercial","21","GRAHAM","65","11","KANSAS CITY","DIF","","Farmers and Merchants Bank of Hill City","39.3645","-99.84163","10","120 EAST MAIN STREET","","HILL CITY","KS","20","67642","0000","FDIC","None","39018","2013-10-15T00:00:00","2013","KS","OCC","1","0","223","20","4777","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","7815","N","C","Commercial","3","ROOKS","163","11","KANSAS CITY","DIF","","The Stockton National Bank","39.436939","-99.275056","P.O. BOX  511","","STOCKTON","KS","KANSAS","67669","10","123 NORTH CEDAR STREET","","STOCKTON","KS","20","67669","0000","OCC","","201309737","1","0","0","0","0","39018","0","0"
"3","/api/history?filters=TRANSNUM:201309762 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","23301","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Wilshire State Bank","34.061788","-118.29203","10","2013-02-15T00:00:00","3200 WILSHIRE BOULEVARD","","LOS ANGELES","CA","6","90010","0000","FDIC","","16333","0","Y","58525","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Wilshire State Bank (23301) in Los Angeles, CA. ","0","0","0","0","NM","0","C","Commercial","2013-10-01T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","NJ","0","FDIC","201309762_223_455378_16333_455378","DIF","0","0","0","0","0","10","FI","N","58525","STATE","0","NM","C","Commercial","21","BERGEN","3","2","NEW YORK","DIF","","BankAsiana","40.842412","-74.001891","10","7 BROAD AVENUE","","PALISADES PARK","NJ","34","07650","0000","FDIC","","455378","2013-10-15T00:00:00","2013","CA","FDIC","0","1","223","6","23301","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Wilshire State Bank","34.061788","-118.29203","3200 WILSHIRE BOULEVARD","","LOS ANGELES","CA","CALIFORNIA","90010","10","3200 WILSHIRE BOULEVARD","","LOS ANGELES","CA","6","90010","0000","FDIC","","201309762","1","0","0","0","0","455378","0","0"
"7","/api/history?filters=TRANSNUM:201309805 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","33527","STATE","0","NM","C","Commercial","21","DAVIDSON","57","5","ATLANTA","DIF","","Bank of North Carolina","35.869607","-80.071059","10","2012-10-21T00:00:00","831 JULIAN AVENUE","","THOMASVILLE","NC","37","27360","0000","FDIC","","47377","0","Y","22746","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Bank of North Carolina (33527) in Thomasville, NC. ","0","0","0","0","NM","0","C","Commercial","2013-10-01T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","NC","37","FDIC","201309805_223_15880_47377_15880","DIF","0","0","0","0","0","10","FI","N","22746","STATE","0","NM","C","Commercial","21","RANDOLPH","151","5","ATLANTA","DIF","","Randolph Bank & Trust Company","35.707279","-79.813834","10","175 NORTH FAYETTEVILLE STREET","","ASHEBORO","NC","37","27203","0000","FDIC","","15880","2013-10-17T00:00:00","2013","NC","FDIC","0","0","223","37","33527","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","DAVIDSON","57","5","ATLANTA","DIF","","Bank of North Carolina","35.869607","-80.071059","3980 PREMIER DRIVE","","HIGH POINT","NC","NORTH CAROLINA","27265","10","831 JULIAN AVENUE","","THOMASVILLE","NC","37","27360","0000","FDIC","","201309805","1","0","0","0","0","15880","0","0"
"2","/api/history?filters=TRANSNUM:201309829 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","17393","STATE","0","NM","C","Commercial","21","DUBOIS","37","9","CHICAGO","DIF","","German American Bancorp","38.392316","-86.930866","10","2011-01-01T00:00:00","711 MAIN STREET","","JASPER","IN","18","47546","0000","FDIC","Full","11392","0","Y","35306","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of German American Bancorp (17393) in Jasper, IN. ","0","0","0","0","NM","0","C","Commercial","2013-10-01T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","IN","18","FDIC","201309829_223_77696_11392_77696","DIF","0","0","0","0","0","10","FI","N","35306","STATE","0","NM","C","Commercial","21","MONROE","105","9","CHICAGO","DIF","","United Commerce Bank","39.165483","-86.534828","10","211 SOUTH COLLEGE AVENUE","","BLOOMINGTON","IN","18","47402","0000","FDIC","","77696","2013-10-17T00:00:00","2013","IN","FDIC","0","0","223","18","17393","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","DUBOIS","37","9","CHICAGO","DIF","","German American Bancorp","38.392316","-86.930866","P.O. BOX  810","","JASPER","IN","INDIANA","47546","10","711 MAIN STREET","","JASPER","IN","18","47546","0000","FDIC","Full","201309829","1","0","0","0","0","77696","0","0"
"1","/api/history?filters=TRANSNUM:201309899 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","485","STATE","0","NM","C","Commercial","21","BON HOMME","9","11","KANSAS CITY","DIF","","Security State Bank","42.99128679884863","-97.86271284127324","10","2012-11-01T00:00:00","1600 MAIN STREET","","TYNDALL","SD","46","57066","0000","FDIC","","352","0","Y","17225","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Security State Bank (485) in Tyndall, SD. ","0","0","0","0","NM","0","C","Commercial","2013-10-01T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","MN","27","FDIC","201309899_221_11252_352_11252","DIF","0","0","0","0","0","10","FI","N","17225","STATE","0","NM","C","Commercial","21","JACKSON","63","11","KANSAS CITY","DIF","","Commercial Bank of Minnesota","43.794747","-95.320017","10","274 10TH STREET","","HERON LAKE","MN","27","56137","0000","FDIC","","11252","2013-10-18T00:00:00","2013","SD","FDIC","0","1","221","46","485","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","BON HOMME","9","11","KANSAS CITY","DIF","","Security State Bank","42.99128679884863","-97.86271284127324","7400 S Bitterroot Pl","","SIOUX FALLS","SD","SOUTH DAKOTA","57108","10","1600 MAIN STREET","","TYNDALL","SD","46","57066","0000","FDIC","","201309899","1","0","0","0","0","11252","0","0"
"6","/api/history?filters=TRANSNUM:201310099 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58390","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Grandpoint Bank","34.051974","-118.25236","10","2013-06-21T00:00:00","355 SOUTH GRAND AVENUE. SUITE 2400","","LOS ANGELES","CA","6","90071","0000","FDIC","","450375","0","Y","57177","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Grandpoint Bank (58390) in Los Angeles, CA. ","0","0","0","0","NM","1","C","Commercial","2013-09-20T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","10","CA","6","OCC","201310099_223_359011_450375_359011","DIF","0","0","0","0","0","10","FI","N","57177","OCC","24214","N","C","Commercial","3","SAN DIEGO","73","14","SAN FRANCISCO","DIF","","REGENTS BANK, NATIONAL ASSOCIATION","32.846053","-117.276245","10","875 PROSPECT STREET","","LA JOLLA","CA","6","92037","0000","OCC","","359011","2013-10-24T00:00:00","2013","CA","FDIC","1","0","223","6","58390","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Grandpoint Bank","34.051974","-118.25236","355 SOUTH GRAND AVENUE, SUITE 2400","","LOS ANGELES","CA","CALIFORNIA","90071","10","355 SOUTH GRAND AVENUE. SUITE 2400","","LOS ANGELES","CA","6","90071","0000","FDIC","","201310099","1","0","0","0","0","359011","0","0"
"2","/api/history?filters=TRANSNUM:201310100 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58390","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Grandpoint Bank","34.051974","-118.25236","10","2012-08-30T00:00:00","355 SOUTH GRAND AVENUE. SUITE 2400","","LOS ANGELES","CA","6","90071","0000","FDIC","","450375","0","Y","17523","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Grandpoint Bank (58390) in Los Angeles, CA. ","0","0","0","0","NM","0","C","Commercial","2013-09-26T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","CA","6","FDIC","201310100_223_11503_450375_11503","DIF","0","0","0","0","0","10","FI","N","17523","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Gilmore Bank","34.074189","-118.36135","10","110 SOUTH FAIRFAX  AVENUE","","LOS ANGELES","CA","6","90036","0000","FDIC","","11503","2013-10-24T00:00:00","2013","CA","FDIC","0","0","223","6","58390","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Grandpoint Bank","34.051974","-118.25236","355 SOUTH GRAND AVENUE, SUITE 2400","","LOS ANGELES","CA","CALIFORNIA","90071","10","355 SOUTH GRAND AVENUE. SUITE 2400","","LOS ANGELES","CA","6","90071","0000","FDIC","","201310100","1","0","0","0","0","11503","0","0"
"1","/api/history?filters=TRANSNUM:201310106 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","6544","OCC","5552","N","C","Commercial","3","WASHINGTON","167","9","CHICAGO","DIF","","Peoples Bank, National Association","39.415104","-81.454832","10","2012-09-14T00:00:00","138 PUTNAM STREET","","MARIETTA","OH","39","45750","0000","OCC","Full","6068","0","Y","58198","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Peoples Bank, National Association (6544) in Marietta, OH. ","0","0","0","0","N","1","C","Commercial","2013-10-12T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","OH","0","FDIC","201310106_223_441892_6068_441892","DIF","0","0","0","0","0","10","FI","N","58198","STATE","0","NM","C","Commercial","21","CUYAHOGA","35","9","CHICAGO","DIF","","Ohio Commerce Bank","41.464468","-81.506435","10","24400 CHAGRIN BOULEVARD, SUITE 100","","BEACHWOOD","OH","39","44122","0000","FDIC","","441892","2013-10-24T00:00:00","2013","OH","OCC","1","0","223","39","6544","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","5552","N","C","Commercial","3","WASHINGTON","167","9","CHICAGO","DIF","","Peoples Bank, National Association","39.415104","-81.454832","138 Putnam St","","MARIETTA","OH","OHIO","45750","10","138 PUTNAM STREET","","MARIETTA","OH","39","45750","0000","OCC","Full","201310106","1","0","0","0","0","441892","0","0"
"16","/api/history?filters=TRANSNUM:201310107 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","7888","OCC","249","N","C","Commercial","3","MERCER","85","2","NEW YORK","DIF","","First National Bank of Pennsylvania","41.404847129192774","-80.3898387672445","10","2013-04-06T00:00:00","166 MAIN STREET","","GREENVILLE","PA","42","16125","0000","OCC","Full","5061","0","Y","28235","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of First National Bank of Pennsylvania (7888) in Greenville, PA. ","0","0","0","0","N","1","C","Commercial","2013-10-12T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","SB","S","Savings","DIF","0","0","0","OH","0","OCC","201310107_223_41069_5061_41069","DIF","0","0","0","0","0","10","FI","N","28235","OCC","0","SB","S","Savings","33","CUYAHOGA","35","9","CHICAGO","DIF","","Park View Federal Savings Bank","41.397635","-81.467044","115","30000 AURORA ROAD","","SOLON","OH","39","44139","2728","OCC","","41069","2013-10-24T00:00:00","2013","PA","OCC","0","1","223","42","7888","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","249","N","C","Commercial","3","MERCER","85","2","NEW YORK","DIF","","First National Bank of Pennsylvania","41.404847129192774","-80.3898387672445","166 MAIN STREET","","GREENVILLE","PA","PENNSYLVANIA","16125","10","166 MAIN STREET","","GREENVILLE","PA","42","16125","0000","OCC","Full","201310107","0","0","0","1","0","41069","0","0"
"8","/api/history?filters=TRANSNUM:201310108 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","13876","STATE","0","NM","C","Commercial","21","CLEARFIELD","33","2","NEW YORK","DIF","","CNB Bank","41.091446","-78.435806","10","2009-08-05T00:00:00","ONE SOUTH SECOND STREET","","CLEARFIELD","PA","42","16830","0000","FDIC","Full","8676","0","Y","10267","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of CNB Bank (13876) in Clearfield, PA. ","0","0","0","0","NM","1","C","Commercial","2013-10-15T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","OH","0","FED","201310108_223_6580_8676_6580","DIF","0","0","0","0","0","10","FI","N","10267","STATE","0","SM","C","Commercial","13","CRAWFORD","33","9","CHICAGO","DIF","","The Farmers Citizens Bank","40.808797","-82.975205","10","105 WASHINGTON SQUARE","","BUCYRUS","OH","39","44820","0000","FED","","6580","2013-10-24T00:00:00","2013","PA","FDIC","1","1","223","42","13876","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","CLEARFIELD","33","2","NEW YORK","DIF","","CNB Bank","41.091446","-78.435806","1 S 2nd St","","CLEARFIELD","PA","PENNSYLVANIA","16830","10","ONE SOUTH SECOND STREET","","CLEARFIELD","PA","42","16830","0000","FDIC","Full","201310108","1","0","0","0","0","6580","0","0"
"46","/api/history?filters=TRANSNUM:201310120 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11241","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","10","2012-12-01T00:00:00","620 CHESTNUT STREET","","CONWAY","AR","5","72032","0000","FED","Limited","7173","0","Y","3878","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Centennial Bank (11241) in Conway, AR. ","0","0","0","0","SM","0","C","Commercial","2013-10-25T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","AR","0","FED","201310120_223_2529_7173_2529","DIF","0","0","0","0","0","10","FI","N","3878","STATE","0","SM","C","Commercial","13","CRAIGHEAD","31","13","DALLAS","DIF","","Liberty Bank of Arkansas","35.82107","-90.668298","10","2901 EAST HIGHLAND DRIVE","","JONESBORO","AR","5","72401","0000","FED","None","2529","2013-10-25T00:00:00","2013","AR","FED","0","0","223","5","11241","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","719 Harkrider St","","CONWAY","AR","ARKANSAS","72032","10","620 CHESTNUT STREET","","CONWAY","AR","5","72032","0000","FED","Limited","201310120","1","0","0","0","0","2529","0","0"
"4","/api/history?filters=TRANSNUM:201310131 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","33935","STATE","0","SM","C","Commercial","13","COOK","31","9","CHICAGO","DIF","","North Shore Community Bank & Trust Company","42.077442","-87.706121","10","2006-03-31T00:00:00","1145 WILMETTE AVENUE","","WILMETTE","IL","17","60091","0000","FED","","55104","0","Y","29539","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of North Shore Community Bank & Trust Company (33935) in Wilmette, IL. ","0","0","0","0","SM","1","C","Commercial","2013-10-19T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","SB","S","Savings","DIF","0","0","115","IL","17","OCC","201310131_223_42373_55104_42373","DIF","0","0","0","0","0","10","FI","N","29539","OCC","703627","SB","S","Savings","33","COOK","31","9","CHICAGO","DIF","","Diamond Bank, FSB","42.047944","-88.032459","115","1051 PERIMETER DRIVE  SUITE 600","","SCHAUMBURG","IL","17","60173","0000","OCC","","42373","2013-10-29T00:00:00","2013","IL","FED","1","0","223","17","33935","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","COOK","31","9","CHICAGO","DIF","","North Shore Community Bank & Trust Company","42.077442","-87.706121","1145 WILMETTE AVENUE","","WILMETTE","IL","ILLINOIS","60091","10","1145 WILMETTE AVENUE","","WILMETTE","IL","17","60091","0000","FED","","201310131","0","0","0","1","0","42373","0","0"
"1","/api/history?filters=TRANSNUM:201310136 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","1399","STATE","0","NM","C","Commercial","21","RICE","131","11","KANSAS CITY","DIF","","Frandsen Bank & Trust","44.48111","-93.434746","10","2006-03-31T00:00:00","116 CENTRAL STREET WEST","","LONSDALE","MN","27","55046","0000","FDIC","Full","921","0","Y","1099","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Frandsen Bank & Trust (1399) in Lonsdale, MN. ","0","0","0","0","NM","1","C","Commercial","2013-10-21T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","10","MN","27","FED","201310136_223_744_921_744","DIF","0","0","0","0","0","10","FI","N","1099","STATE","0","SM","C","Commercial","13","BIG STONE","11","11","KANSAS CITY","DIF","","Clinton State Bank","45.460144","-96.433799","10","Main St. & Ushy 75","","CLINTON","MN","27","56225","0000","FED","","744","2013-10-30T00:00:00","2013","MN","FDIC","1","0","223","27","1399","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","RICE","131","11","KANSAS CITY","DIF","","Frandsen Bank & Trust","44.481107","-93.434829","116 Central St W","","LONSDALE","MN","MINNESOTA","55046","10","116 CENTRAL STREET WEST","","LONSDALE","MN","27","55046","0000","FDIC","Full","201310136","1","0","0","0","0","744","0","0"
"10","/api/history?filters=TRANSNUM:201310240 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3890","OCC","6680","N","C","Commercial","3","JEFFERSON","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","10","2012-10-19T00:00:00","501 MAIN STREET","","PINE BLUFF","AR","5","71611","0000","OCC","Full","2536","0","Y","15233","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Simmons First National Bank (3890) in Pine Bluff, AR. ","0","0","0","0","N","1","C","Commercial","2013-11-02T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","AR","0","FED","201310240_223_9587_2536_9587","DIF","0","0","0","0","0","10","FI","N","15233","STATE","0","SM","C","Commercial","13","BENTON","7","13","DALLAS","DIF","","Simmons First Bank of Northwest Arkansas","36.312825","-94.173368","10","3975 WEST NEW HOPE ROAD","","ROGERS","AR","5","72758","0000","FED","None","9587","2013-11-05T00:00:00","2013","AR","OCC","1","0","223","5","3890","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","6680","N","C","Commercial","3","JEFFERSON","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","501 S Main St","","PINE BLUFF","AR","ARKANSAS","71601","10","501 MAIN STREET","","PINE BLUFF","AR","5","71611","0000","OCC","Full","201310240","1","0","0","0","0","9587","0","0"
"1","/api/history?filters=TRANSNUM:201310242 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57311","STATE","0","NM","C","Commercial","21","SAINT LOUIS (CITY)","510","11","KANSAS CITY","DIF","","Stifel Bank and Trust","38.629446797280686","-90.18839983430392","10","2013-09-06T00:00:00","501 NORTH BROADWAY","","SAINT LOUIS","MO","29","63102","0000","FDIC","","361248","0","Y","32266","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Stifel Bank and Trust (57311) in Saint Louis, MO. ","0","0","0","0","NM","1","C","Commercial","2013-11-01T00:00:00","2013","9999-12-31T00:00:00","9999","0","0","0","0","0","SB","S","Savings","DIF","0","0","115","VA","51","OCC","201310242_223_45100_361248_45100","DIF","0","0","0","0","0","10","FI","N","32266","OCC","708070","SB","S","Savings","33","FAIRFAX","59","5","ATLANTA","DIF","","Acacia Federal Savings Bank","38.906767","-77.207592","115","7600 LEESBURG PIKE, SUITE 200","","FALLS CHURCH","VA","51","22043","0000","OCC","None","45100","2013-11-05T00:00:00","2013","MO","FDIC","1","1","223","29","57311","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","SAINT LOUIS (CITY)","510","11","KANSAS CITY","DIF","","Stifel Bank and Trust","38.629446797280686","-90.18839983430392","501 North Broadway","","SAINT LOUIS","MO","MISSOURI","63102","10","501 NORTH BROADWAY","","SAINT LOUIS","MO","29","63102","0000","FDIC","","201310242","0","0","0","1","0","45100","0","0"
